"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Rights.copyrightStatus","Name.artist","Subject","Type.genre","Rights.permissionNote","Rights.permission","Name.copyrightHolder","Name.repository","Name.publisher","Name.subject","Name.contributor","Name.calligrapher","Name.photographer","Name.manufacturer","Name.donor","Name.creator","Title","Alt ID.collection","Alt ID.local","Date.creation","Date.normalized","Format.extent","Description.note","Relation.isPartOf","Relation.relatedTo","Coverage.geographic","Format.dimensions","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025qb6h","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025qb6h_1767684_master.tif","","","","still image","copyrighted","Duarte, Rozelio","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","Artist(s)","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Las Tres Culturas","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_616.tif","1974","1974","1 slide","Mural located at 3044 Wabash Ave. (near Stone St.) at Moe's Hardware Store. Restored in 1981 and 1986.","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025qb6h","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025qb6h/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025qb71","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025qb71_1767687_master.tif","","","","still image","copyrighted","Duarte, Rozelio","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","Artist(s)","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Las Tres Culturas","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_617.tif","1974","1974","1 slide","Mural located at 3044 Wabash Ave. (near Stone St.) at Moe's Hardware Store. Restored in 1981 and 1986.","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025qb71","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025qb71/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025qb8j","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025qb8j_1767690_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Pharmacy Villa Real","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_618.tif","1980","1980","1 slide","Pharmacy Villa Real Brooklyn Ave","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025qb8j","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025qb8j/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025qb92","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025qb92_1767474_master.tif","","","","still image","copyrighted","Herrón, Willie (American muralist and performance artist, born 1951)","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)|~|mural paintings (visual works)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","Artist(s)","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","La Doliente de Hidalgo","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_579.tif","1976","1976","1 slide","Mural located at 4301 City Terrace Ave. (and Miller) at the Mercado Hidalgo in City Terrace","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025qb92","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025qb92/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025qbbk","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025qbbk_1767693_master.tif","","","","still image","copyrighted","Herrón, Willie (American muralist and performance artist, born 1951)|~|Trejo Jr., Alfonso","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Advancements of Man","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_619.tif","1980","1980","1 slide","Mural located on the exterior of the building situated on the northwest corner at 2331 Brooklyn Ave (now Cesar E. Chavez Avenue), cross street Soto Street","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025qbbk","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025qbbk/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025qbc3","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025qbc3_1767696_master.tif","","","","slides (photographs)","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Pharmacy Villa Real","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_620.tif","1980","1980","1 slide","Pharmacy Villa RealBrooklyn Ave","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025qbc3","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025qbc3/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025qbdm","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025qbdm_1767699_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Pharmacy Villa Real","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_621.tif","1980","1980","1 slide","Pharmacy Villa RealBrooklyn Ave","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025qbdm","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025qbdm/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025qbf4","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025qbf4_1767702_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Pharmacy Villa Real","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_622.tif","1980","1980","1 slide","Pharmacy Villa RealBrooklyn Ave","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025qbf4","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025qbf4/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025qbgn","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025qbgn_1767477_master.tif","","","","still image","copyrighted","Herrón, Willie (American muralist and performance artist, born 1951)","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|Mural painting and decoration|~|documentary photography|~|Herrón, Willie (American muralist and performance artist, born 1951)","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","Artist(s)","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","The Wall that Cracked Open","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_580.tif","1972","1972","1 slide","Mural located at 4125 City Terrace Drive (near Carmelita), exterior rear alley.","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025qbgn","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025qbgn/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025qbh5","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025qbh5_1767705_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Pharmacy Villa Real","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_623.tif","1980","1980","1 slide","Pharmacy Villa RealBrooklyn Ave","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025qbh5","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025qbh5/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025qbjp","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025qbjp_1714125_master.tif","","","","still image","copyrighted","Unknown","Gangs--California--Los Angeles|~|Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography|~|Graffiti","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Clover","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_511.tif","1976","1976","1 slide","","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025qbjp","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025qbjp/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025qbk6","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025qbk6_1714129_master.tif","","","","still image","copyrighted","Unknown","Gangs--California--Los Angeles|~|Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography|~|Graffiti","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Clover","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_512.tif","1976","1976","1 slide","","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025qbk6","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025qbk6/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025qbmq","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025qbmq_1767708_master.tif","","","","still image","copyrighted","Herrón, Willie (American muralist and performance artist, born 1951)|~|Trejo Jr., Alfonso","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Advancements of Man","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_624.tif","1980","1980","1 slide","Mural located on the exterior of the building situated on the northwest corner at 2331 Brooklyn Ave (now Cesar E. Chavez Avenue), cross street Soto Street","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025qbmq","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025qbmq/manifest"
